Linux 2.6.32-5-xen-amd64 (testbed-ssd) 	05/22/2014 	_x86_64_	(2 CPU)

02:07:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
02:10:53 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:10:54 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:55 AM  all    0.00    0.00    0.51    0.00    0.00    0.00    0.00    0.00   99.49
02:10:56 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:10:57 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:58 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:59 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:00 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:11:01 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:02 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:03 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:04 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:05 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:06 AM  all    3.15    0.00    2.10    0.00    0.00    0.00    0.00    0.00   94.75
02:11:07 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:08 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:09 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:10 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:11 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:12 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:13 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:14 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:15 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
02:11:16 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:17 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:18 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:19 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:20 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:11:21 AM  all    1.84    0.00    3.15    0.00    0.00    0.00    0.26    0.00   94.75
02:11:22 AM  all   10.81    0.00    8.41    0.00    0.00    0.30    0.30    0.00   80.18
02:11:23 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.50    0.00   99.25
02:11:24 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:25 AM  all    0.26    0.00    2.33    0.52    0.00    0.00    0.00    0.00   96.90
02:11:26 AM  all    0.80    0.00    3.49    0.00    0.00    0.00    0.80    0.00   94.91
02:11:27 AM  all    5.71    0.00   38.21    0.00    0.00    0.00    0.00    0.00   56.07
02:11:28 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:29 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:30 AM  all    0.00    0.00    0.00    1.22    0.00    0.00    0.00    0.00   98.78
02:11:31 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:32 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:33 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:34 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:35 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:36 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:38 AM  all   20.70    0.00   21.75    0.00    0.00    0.00    3.51    0.00   54.04
02:11:39 AM  all   17.97    0.00   26.56    0.00    0.00    0.00   23.83    0.00   31.64
02:11:40 AM  all    2.54    0.00    9.01    0.00    0.00    0.28    2.82    0.00   85.35
